Region,Profit,City
Central,14.6157,1
Central,14.742,1
Central,14.7582,1
Central,14.7593,1
Central,14.8365,1
Central,14.8491,1
Central,14.8707,1
Central,15.0384,1
Central,15.0735,1
Central,15.192,1
Central,15.196,1
Central,15.2225,1
Central,15.2544,1
Central,15.378,1
Central,15.387,1
Central,15.3888,1
Central,15.393,1
Central,15.498,1
Central,15.5092,1
Central,15.5112,1
Central,15.5232,1
Central,15.525,1
Central,15.5288,1
Central,15.552,5
Central,15.594,1
Central,15.599,1
Central,15.642,1
Central,15.6884,1
Central,15.777,1
Central,15.8756,1
Central,15.9348,1
Central,15.9384,1
Central,15.9425,1
Central,15.9543,1
Central,15.9792,1
Central,15.9968,1
Central,15.998,1
Central,16.146,1
Central,16.1504,1
Central,16.1602,1
Central,16.17,1
Central,16.175,1
Central,16.1838,2
Central,16.196,1
Central,16.2099,1
Central,16.2688,1
Central,16.3737,1
Central,16.3863,1
Central,16.4052,1
Central,16.5354,1
Central,16.5564,1
Central,16.5888,1
Central,16.6698,1
Central,16.6788,2
Central,16.68,1
Central,16.704,3
Central,16.7132,1
Central,16.7475,1
Central,16.7875,1
Central,16.7946,1
Central,16.8,1
Central,16.8413,1
Central,17.0981,1
Central,17.158,1
Central,17.16,1
Central,17.1774,1
Central,17.2224,1
Central,17.253,1
Central,17.3148,1
Central,17.352,1
Central,17.505,1
Central,17.524,1
Central,17.5344,1
Central,17.6088,1
Central,17.6673,1
Central,17.76,1
Central,17.8152,1
Central,17.8794,1
Central,17.9634,1
Central,17.9684,1
Central,17.9982,1
Central,18.09,1
Central,18.144,1
Central,18.28,1
Central,18.4604,1
Central,18.767,1
Central,18.873,1
Central,18.8937,1
Central,19.0386,1
Central,19.08,1
Central,19.1376,3
Central,19.2454,1
Central,19.2556,1
Central,19.41,1
Central,19.4194,1
Central,19.5,1
Central,19.5238,1
Central,19.5858,1
Central,19.596,1
Central,19.6305,1
Central,19.755,1
Central,19.7714,1
Central,19.8144,1
Central,19.824,1
Central,19.8254,1
Central,19.8276,1
Central,19.872,1
Central,19.95,1
Central,19.9686,1
Central,19.9746,1
Central,20.1207,1
Central,20.1584,1
Central,20.21,1
Central,20.235,1
Central,20.2485,1
Central,20.2986,1
Central,20.3439,1
Central,20.4984,1
Central,20.5755,1
Central,20.5764,2
Central,20.585,1
Central,20.6336,1
Central,20.6946,1
Central,20.7312,1
Central,20.7459,1
Central,20.844,1
Central,20.8719,2
Central,20.9274,1
Central,20.975,1
Central,21.024,1
Central,21.036,1
Central,21.06,1
Central,21.098,1
Central,21.164,1
Central,21.33,1
Central,21.42,2
Central,21.5824,1
Central,21.7355,1
Central,21.7515,1
Central,21.7728,1
Central,21.888,1
Central,21.99,1
Central,22.0472,1
Central,22.2,1
Central,22.2352,1
Central,22.3888,1
Central,22.4316,1
Central,22.4808,1
Central,22.4925,1
Central,22.5852,1
Central,22.6184,1
Central,22.6296,1
Central,22.653,1
Central,22.788,1
Central,22.792,1
Central,22.8285,1
Central,22.9488,1
Central,22.9885,1
Central,23.1192,1
Central,23.184,1
Central,23.235,3
Central,23.2624,1
Central,23.3163,1
Central,23.3928,1
Central,23.3954,1
Central,23.4192,1
Central,23.55,1
Central,23.59,1
Central,23.6529,2
Central,23.7742,2
Central,23.808,1
Central,23.94,1
Central,23.9904,1
Central,23.997,1
Central,24.196,1
Central,24.2256,1
Central,24.393,1
Central,24.4768,1
Central,24.528,1
Central,24.7275,1
Central,24.84,1
Central,24.843,1
Central,24.8832,1
Central,24.9132,1
Central,24.9804,1
Central,24.9984,1
Central,25.06,1
Central,25.098,1
Central,25.186,1
Central,25.1916,1
Central,25.2213,1
Central,25.2315,1
Central,25.4016,1
Central,25.473,1
Central,25.5968,1
Central,25.872,1
Central,26.1156,1
Central,26.3912,1
Central,26.4132,1
Central,26.4654,1
Central,26.558,1
Central,26.564,1
Central,26.5905,1
Central,26.703,1
Central,26.824,2
Central,26.901,1
Central,26.9024,2
Central,26.9526,1
Central,26.985,1
Central,26.9973,1
Central,27.2412,1
Central,27.4344,1
Central,27.441,1
Central,27.608,1
Central,27.7158,1
Central,27.9108,1
Central,27.972,1
Central,28.0876,1
Central,28.3095,1
Central,28.41,1
Central,28.497,2
Central,28.6182,1
Central,28.6965,1
Central,28.7064,1
Central,28.7196,1
Central,28.7679,1
Central,28.7952,1
Central,29.1375,1
Central,29.1528,1
Central,29.364,1
Central,29.4492,1
Central,29.5186,1
Central,29.673,1
Central,29.7408,1
Central,29.799,1
Central,29.988,1
Central,30.0234,2
Central,30.392,1
Central,30.415,1
Central,30.5964,1
Central,30.7168,1
Central,30.98,1
Central,30.996,1
Central,31.0912,1
Central,31.188,1
Central,31.4975,1
Central,31.5192,1
Central,31.5825,1
Central,31.587,2
Central,32.0598,1
Central,32.13,1
Central,32.16,1
Central,32.392,1
Central,32.3982,1
Central,32.4684,1
Central,32.4688,1
Central,32.6332,1
Central,32.6628,1
Central,33.2156,1
Central,33.3172,1
Central,33.5895,2
Central,33.6042,1
Central,33.831,1
Central,33.9065,1
Central,34.0704,1
Central,34.3896,1
Central,34.742,1
Central,35.04,1
Central,35.0973,2
Central,35.196,1
Central,35.2604,1
Central,35.2772,1
Central,35.2872,1
Central,35.3346,1
Central,35.415,1
Central,35.6238,1
Central,35.6346,2
Central,35.6613,1
Central,35.6636,1
Central,35.6776,1
Central,35.89,1
Central,35.985,1
Central,35.9964,1
Central,35.9976,1
Central,36.2835,1
Central,36.3972,1
Central,36.3987,1
Central,36.4473,1
Central,36.5742,1
Central,36.8245,1
Central,37.0782,1
Central,37.23,1
Central,37.495,1
Central,37.534,1
Central,37.758,1
Central,37.884,1
Central,38.1576,1
Central,38.178,1
Central,38.3238,1
Central,38.4372,1
Central,38.456,1
Central,38.5722,1
Central,38.7792,1
Central,38.97,1
Central,38.9752,1
Central,39.3408,1
Central,39.6879,1
Central,39.7488,1
Central,40.3536,1
Central,40.4012,1
Central,40.416,1
Central,40.5867,1
Central,40.7499,1
Central,41.013,1
Central,41.1332,1
Central,41.3928,1
Central,41.496,1
Central,41.5688,1
Central,41.5773,1
Central,41.68,1
Central,41.7564,1
Central,41.934,1
Central,41.952,1
Central,41.986,1
Central,42.0256,1
Central,42.0744,1
Central,42.3625,1
Central,42.8805,1
Central,42.9914,1
Central,43.1904,1
Central,43.1976,1
Central,43.1991,1
Central,43.2234,1
Central,43.5981,1
Central,43.9956,1
Central,44.046,1
Central,44.4704,1
Central,44.868,1
Central,44.9616,1
Central,44.985,1
Central,45.1395,1
Central,45.3488,1
Central,45.528,1
Central,45.576,1
Central,45.84,1
Central,45.9754,1
Central,46.095,1
Central,46.1184,1
Central,46.5432,1
Central,46.7908,1
Central,46.9278,1
Central,47.0351,1
Central,47.0376,1
Central,47.0548,1
Central,47.5072,1
Central,47.7306,1
Central,47.92,1
Central,47.98,1
Central,47.994,1
Central,48.118,1
Central,48.3336,1
Central,48.4575,1
Central,48.4704,1
Central,48.5514,1
Central,48.9902,1
Central,48.9942,1
Central,49.105,1
Central,49.3164,1
Central,49.3938,1
Central,49.4376,1
Central,49.497,1
Central,49.761,1
Central,49.8435,1
Central,49.9704,2
Central,50.328,1
Central,50.352,1
Central,50.4063,2
Central,50.49,1
Central,50.9208,1
Central,50.94,1
Central,50.9898,1
Central,51.1936,1
Central,51.2943,1
Central,51.4975,1
Central,51.75,1
Central,51.8,1
Central,51.8312,1
Central,51.8346,1
Central,52.38,1
Central,52.493,1
Central,52.4979,1
Central,52.532,1
Central,52.632,1
Central,52.8228,1
Central,52.9173,1
Central,53.235,1
Central,53.2704,1
Central,53.433,1
Central,53.7544,1
Central,53.8608,1
Central,53.982,1
Central,53.9946,1
Central,53.997,1
Central,54.057,1
Central,54.0876,1
Central,54.215,2
Central,54.3332,1
Central,54.4448,1
Central,54.558,1
Central,54.5844,1
Central,54.7136,1
Central,54.7756,1
Central,55.4364,1
Central,55.896,1
Central,55.9224,1
Central,55.936,1
Central,55.9986,1
Central,56.0547,1
Central,56.511,1
Central,56.6916,1
Central,56.7864,1
Central,56.9772,1
Central,57.4938,1
Central,57.5016,2
Central,58.0272,1
Central,58.7916,1
Central,59.4355,1
Central,60.1412,1
Central,60.356,1
Central,60.4224,1
Central,60.5528,1
Central,60.9552,1
Central,61.3305,1
Central,61.4628,1
Central,62.1544,1
Central,62.4,1
Central,62.7004,1
Central,62.9064,1
Central,62.93,1
Central,62.988,1
Central,63.7536,1
Central,63.984,1
Central,64.2,1
Central,64.674,1
Central,64.7856,1
Central,64.7892,1
Central,66.1451,1
Central,66.5088,1
Central,66.6,1
Central,67.0644,1
Central,67.188,1
Central,67.4424,1
Central,67.992,1
Central,68.8464,1
Central,69.1776,2
Central,69.6546,1
Central,69.705,1
Central,69.92,1
Central,69.965,1
Central,70.006,1
Central,70.312,1
Central,70.4928,1
Central,71.162,1
Central,71.2296,1
Central,71.2692,1
Central,71.97,1
Central,71.9928,1
Central,71.9952,1
Central,72.358,1
Central,72.6408,2
Central,72.8088,1
Central,72.8946,1
Central,74.8142,2
Central,74.975,1
Central,76.0878,1
Central,76.272,1
Central,76.4,1
Central,76.5484,1
Central,76.6395,2
Central,77.7468,1
Central,78.1954,1
Central,78.9516,1
Central,79.692,1
Central,79.794,1
Central,80.0199,1
Central,80.6285,1
Central,80.736,1
Central,81.0474,1
Central,81.1734,1
Central,81.432,2
Central,81.583,1
Central,82.0776,1
Central,82.2906,1
Central,82.497,1
Central,83.281,1
Central,83.284,1
Central,83.314,1
Central,83.986,1
Central,83.9944,2
Central,84.5154,1
Central,84.66,1
Central,87.5684,1
Central,88.1804,1
Central,88.485,1
Central,89.991,1
Central,90.6444,1
Central,90.735,1
Central,91.9508,1
Central,92.4399,1
Central,93.5816,1
Central,93.6988,1
Central,94.4925,1
Central,95.0968,1
Central,95.1888,1
Central,95.4612,1
Central,95.9904,1
Central,96.3438,1
Central,96.8544,1
Central,97.2032,1
Central,97.3026,1
Central,97.4586,1
Central,98.5248,1
Central,100.656,1
Central,100.685,1
Central,100.7316,1
Central,102.186,1
Central,102.774,1
Central,103.8015,1
Central,104.7528,1
Central,105.8316,1
Central,106.6248,1
Central,107.082,1
Central,107.346,1
Central,107.7216,1
Central,107.955,1
Central,107.9946,1
Central,109.3338,1
Central,109.3365,1
Central,109.422,1
Central,111.1035,1
Central,111.591,2
Central,111.774,1
Central,112.4064,1
Central,112.788,2
Central,113.3055,1
Central,113.6394,1
Central,117.1296,1
Central,117.432,2
Central,118.293,2
Central,119.2,1
Central,120.9416,1
Central,121.7601,1
Central,123.4548,1
Central,123.4737,1
Central,124.68,1
Central,124.7808,1
Central,124.929,1
Central,125.198,1
Central,128.6805,1
Central,129.384,1
Central,130.7581,1
Central,130.87,1
Central,132.5898,1
Central,133.152,1
Central,133.9713,1
Central,134.3888,1
Central,134.5302,1
Central,134.654,1
Central,134.9955,1
Central,135.219,1
Central,135.456,1
Central,135.98,1
Central,136.08,1
Central,136.665,1
Central,136.939,1
Central,137.151,1
Central,137.264,1
Central,137.2896,1
Central,138.2016,1
Central,138.417,1
Central,143.1918,1
Central,143.982,2
Central,143.9968,1
Central,146.388,1
Central,146.4036,1
Central,146.79,1
Central,148.4946,1
Central,149.382,1
Central,149.8956,1
Central,150.36,1
Central,150.984,2
Central,152.0883,1
Central,155.727,1
Central,156.047,1
Central,158.7519,1
Central,160.623,2
Central,161.9919,1
Central,162.0948,1
Central,163.1898,1
Central,164.997,1
Central,165.2868,1
Central,165.3496,1
Central,166.0698,1
Central,173.235,1
Central,174.9825,1
Central,176.8026,1
Central,178.901,1
Central,178.91,1
Central,180.7659,1
Central,181.176,1
Central,181.656,1
Central,184.2204,1
Central,189.4046,1
Central,195.9944,1
Central,197.9208,1
Central,200.49,1
Central,204.0714,1
Central,206.316,1
Central,207.147,1
Central,209.993,1
Central,213.6888,1
Central,213.7044,1
Central,215.1198,1
Central,218.2518,1
Central,219.9904,1
Central,220.4853,1
Central,223.2855,1
Central,224.073,1
Central,226.3626,1
Central,226.9644,1
Central,229.9908,1
Central,231.4116,1
Central,233.9961,1
Central,236.2325,1
Central,240.294,1
Central,240.8595,1
Central,241.1046,1
Central,244.6155,1
Central,245.7,1
Central,250.396,1
Central,251.8911,1
Central,265.4232,1
Central,274.995,2
Central,275.478,1
Central,285.9896,1
Central,301.968,1
Central,305.13,1
Central,323.946,1
Central,329.4081,1
Central,331.191,2
Central,335.9944,1
Central,341.994,1
Central,350.427,1
Central,356.225,1
Central,374.3792,1
Central,376.11,1
Central,378.1674,1
Central,378.274,1
Central,383.931,1
Central,387.5676,1
Central,394.212,1
Central,394.268,1
Central,407.1288,1
Central,411.7365,1
Central,412.5394,1
Central,421.0824,1
Central,423.0085,1
Central,427.4368,1
Central,449.991,1
Central,485.9892,1
Central,496.0725,1
Central,496.7865,1
Central,523.7052,1
Central,539.2464,1
Central,544.4175,1
Central,545.1884,1
Central,569.9905,1
Central,580.5394,1
Central,585.552,1
Central,624.9875,1
Central,673.8816,1
Central,679.996,1
Central,700.98,1
Central,743.988,1
Central,751.7601,1
Central,757.4112,1
Central,770.352,1
Central,793.716,1
Central,829.3754,1
Central,843.1706,1
Central,874.9875,1
Central,1906.485,1
Central,2302.9671,1
Central,2504.2216,1
Central,4630.4755,1
Central,4946.37,1
Central,8399.976,1
East,-6599.978,1
East,-2639.9912,1
East,-1665.0522,1
East,-1049.3406,1
East,-950.4,1
East,-935.9595,1
East,-913.176,1
East,-760.98,1
East,-734.5264,1
East,-643.71,1
East,-630.882,1
East,-619.596,1
East,-559.356,1
East,-553.6476,1
East,-480.2032,1
East,-464.697,1
East,-462.8624,1
East,-447.5947,1
East,-412.6154,1
East,-407.976,1
East,-386.3916,1
East,-383.9904,1
East,-377.9892,1
East,-376.6932,1
East,-374.9925,1
East,-373.3048,1
East,-347.1174,1
East,-339.705,1
East,-337.806,2
East,-337.638,1
East,-319.1916,1
East,-304.392,1
East,-297.6848,1
East,-295.9785,1
East,-290.8752,1
East,-264.9208,1
East,-258.5016,1
East,-255.7425,1
East,-253.4337,1
East,-250.5408,1
East,-250.396,1
East,-244.323,1
East,-241.176,1
East,-231.4116,1
East,-228.7425,1
East,-227.4912,1
East,-216.9783,1
East,-213.5574,1
East,-211.47,1
East,-209.994,1
East,-204.9996,1
East,-199.617,1
East,-192.0468,1
East,-189.321,1
East,-186.16,1
East,-181.265,1
East,-172.4925,1
East,-168.9558,1
East,-168.819,1
East,-167.986,1
East,-165.768,1
East,-164.9538,1
East,-163.4516,1
East,-162.2296,1
East,-158.102,1
East,-157.9383,1
East,-153.3456,1
East,-153.1224,1
East,-149.9058,1
East,-147.8655,1
East,-145.5246,1
East,-143.2548,1
East,-140.1408,1
East,-138.14,1
East,-137.529,1
East,-131.994,1
East,-130.0104,1
East,-127.5792,1
East,-124.431,1
East,-123.998,1
East,-122.877,1
East,-122.7816,1
East,-122.3928,1
East,-120.294,1
East,-120.0508,2
East,-118.0116,1
East,-116.9805,1
East,-116.844,1
East,-115.7058,1
East,-115.4958,1
East,-115.4304,1
East,-115.3544,1
East,-113.998,1
East,-112.6216,1
East,-112.041,1
East,-110.49,1
East,-108.3348,1
East,-108.2662,1
East,-107.9928,2
East,-106.393,1
East,-105.3164,1
East,-104.673,1
East,-103.9882,1
East,-103.266,1
East,-100.92,2
East,-100.7944,1
East,-99.3453,1
East,-94.6605,1
East,-94.5084,1
East,-93.99,1
East,-93.4724,1
East,-93.3262,1
East,-93.2316,1
East,-93.08,1
East,-92.6955,1
East,-89.089,1
East,-89.0664,1
East,-86.0586,1
East,-83.8752,1
East,-83.205,1
East,-82.99,1
East,-82.884,1
East,-81.94,1
East,-81.8544,1
East,-81.7258,1
East,-81.664,1
East,-80.9955,1
East,-80.178,1
East,-78.078,1
East,-77.1267,1
East,-76.9972,1
East,-76.9536,1
East,-75.8304,2
East,-75.5958,1
East,-73.7061,1
East,-73.176,1
East,-71.994,1
East,-71.99,1
East,-71.3958,1
East,-69.89,1
East,-68.392,2
East,-67.8762,1
East,-66.6,1
East,-66.2302,1
East,-65.1504,1
East,-64.9376,1
East,-64.4274,1
East,-63.3765,2
East,-62.7725,1
East,-60.8361,1
East,-60.6078,1
East,-58.8616,1
East,-58.5048,1
East,-58.1332,1
East,-57.7566,1
East,-57.1152,1
East,-56.7556,1
East,-56.448,1
East,-56.3108,2
East,-55.3,1
East,-55.256,2
East,-54.5958,1
East,-53.7432,1
East,-53.2856,1
East,-52.6582,1
East,-52.641,1
East,-52.3365,1
East,-51.984,1
East,-50.8704,1
East,-50.3928,1
East,-50.098,1
East,-49.4376,1
East,-48.7839,1
East,-48.7032,1
East,-48.4704,1
East,-47.3968,1
East,-47.1798,1
East,-47.0583,1
East,-47.0304,1
East,-46.8776,1
East,-46.797,1
East,-46.7362,1
East,-46.592,1
East,-46.536,1
East,-46.4292,1
East,-46.225,1
East,-45.9333,1
East,-45.3492,1
East,-44.985,1
East,-44.94,1
East,-44.196,2
East,-44.019,1
East,-43.7292,1
East,-43.4352,1
East,-43.1178,1
East,-42.9516,1
East,-42.747,1
East,-42.588,1
East,-41.5176,1
East,-40.7976,1
East,-40.4712,1
East,-38.85,1
East,-37.9434,1
East,-37.9152,1
East,-37.7332,1
East,-37.1124,1
East,-36.9544,1
East,-36.253,1
East,-36.1764,1
East,-36.1116,1
East,-35.928,1
East,-35.6174,1
East,-35.5136,1
East,-35.2152,1
East,-35.046,1
East,-34.9176,1
East,-34.647,1
East,-34.38,1
East,-34.3148,1
East,-34.196,1
East,-31.6204,1
East,-31.3722,1
East,-31.05,1
East,-30.9332,1
East,-30.392,1
East,-30.2288,1
East,-29.4812,1
East,-29.4368,1
East,-29.3238,1
East,-29.1528,1
East,-29.0745,1
East,-29.0536,1
East,-28.9764,1
East,-28.7964,2
East,-28.498,1
East,-28.368,1
East,-28.224,1
East,-27.9312,1
East,-27.735,1
East,-27.7158,2
East,-27.6936,1
East,-26.9955,2
East,-26.6352,1
East,-26.541,1
East,-26.196,1
East,-25.992,1
East,-25.3344,1
East,-25.2956,1
East,-25.198,1
East,-25.109,1
East,-25.049,1
East,-24.9624,1
East,-24.843,1
East,-24.4764,2
East,-24.276,1
East,-24.2352,1
East,-24.0435,1
East,-23.952,1
East,-23.9372,1
East,-23.8855,1
East,-23.7822,1
East,-23.364,1
East,-22.7964,1
East,-22.7435,1
East,-22.62,1
East,-22.449,1
East,-22.098,1
East,-21.888,1
East,-21.7932,1
East,-21.7176,1
East,-21.4704,1
East,-21.4236,1
East,-21.2136,1
East,-21.0686,1
East,-20.997,1
East,-20.7,1
East,-20.448,1
East,-20.2356,1
East,-20.1528,1
East,-19.9824,1
East,-19.9184,1
East,-19.5624,1
East,-19.5492,1
East,-19.3382,1
East,-18.4624,1
East,-18.2352,1
East,-18.0882,1
East,-18.0385,1
East,-18.0312,1
East,-17.9424,2
East,-17.6076,1
East,-17.592,1
East,-16.998,1
East,-16.9568,1
East,-16.6848,1
East,-16.3183,1
East,-16.0784,1
East,-15.992,1
East,-15.7176,1
East,-15.6156,1
East,-15.5844,1
East,-15.5826,1
East,-15.4764,1
East,-15.4666,1
East,-15.44,1
East,-15.4188,1
East,-15.1767,1
East,-14.998,1
East,-14.6958,1
East,-14.5764,1
East,-14.5536,1
East,-14.3313,1
East,-14.196,1
East,-14.1639,1
East,-14.081,1
East,-13.993,1
East,-13.978,1
East,-13.8432,1
East,-13.816,1
East,-13.7568,1
East,-13.6461,1
East,-13.637,1
East,-13.6312,2
East,-13.4694,1
East,-13.433,1
East,-13.3936,1
East,-13.3341,1
East,-13.3176,1
East,-12.9987,1
East,-12.9568,1
East,-12.9122,1
East,-12.849,1
East,-12.8392,1
East,-12.5103,1
East,-12.352,1
East,-12.288,1
East,-12.208,2
East,-12.0588,2
East,-11.994,1
East,-11.9616,1
East,-11.5188,1
East,-11.3372,1
East,-10.7964,1
East,-10.5798,1
East,-10.4184,1
East,-10.3936,1
East,-10.3824,1
East,-10.284,1
East,-10.1178,1
East,-10.054,1
East,-10.0512,1
East,-10.0464,1
East,-10.0196,1
East,-9.8724,1
East,-9.7972,1
East,-9.7902,1
East,-9.7608,1
East,-9.594,1
East,-9.5886,1
East,-9.5018,1
East,-9.288,1
East,-9.264,1
East,-9.1845,1
East,-9.1788,1
East,-9.111,1
East,-9.098,1
East,-9.0904,1
East,-8.997,1
East,-8.9796,1
East,-8.796,1
East,-8.6592,1
East,-8.6058,1
East,-8.379,1
East,-8.1312,2
East,-8.098,1
East,-8.0784,1
East,-7.9068,1
East,-7.8588,1
East,-7.85,1
East,-7.84,1
East,-7.782,1
East,-7.7292,1
East,-7.7247,1
East,-7.5768,2
East,-7.5168,1
East,-7.48,1
East,-7.46,1
East,-7.4416,1
East,-7.396,1
East,-7.3255,1
East,-7.2672,1
East,-7.2589,1
East,-7.2048,1
East,-7.098,2
East,-7.0532,1
East,-6.9828,1
East,-6.952,1
East,-6.549,2
East,-6.54,1
East,-6.5296,1
East,-6.4944,1
East,-6.445,1
East,-6.396,1
East,-6.38,1
East,-6.303,1
East,-6.188,1
East,-6.1248,1
East,-6.03,1
East,-5.9808,1
East,-5.7638,1
East,-5.715,1
East,-5.6007,1
East,-5.5338,1
East,-5.524,1
East,-5.4558,1
East,-5.4548,1
East,-5.2416,1
East,-5.215,1
East,-5.1968,1
East,-5.0512,1
East,-5.037,1
East,-5.0098,1
East,-4.9728,1
East,-4.8588,2
East,-4.8528,1
East,-4.8448,1
East,-4.7976,1
East,-4.7625,3
East,-4.752,1
East,-4.746,1
East,-4.641,1
East,-4.5936,1
East,-4.577,1
East,-4.5696,1
East,-4.488,1
East,-4.461,1
East,-4.455,1
East,-4.2987,1
East,-4.196,1
East,-4.1832,1
East,-4.1568,1
East,-4.1244,1
East,-4.0722,1
East,-4.06,1
East,-4.032,1
East,-4.0216,1
East,-3.9384,1
East,-3.8976,1
East,-3.855,1
East,-3.7996,1
East,-3.7715,1
East,-3.6892,1
East,-3.6024,1
East,-3.564,1
East,-3.5622,1
East,-3.462,1
East,-3.4272,2
East,-3.3894,1
East,-3.3879,1
East,-3.312,1
East,-3.2175,1
East,-3.094,1
East,-3.0576,1
East,-2.8608,1
East,-2.7968,1
East,-2.7888,1
East,-2.7588,1
East,-2.7552,1
East,-2.7,1
East,-2.6936,1
East,-2.6586,1
East,-2.6544,1
East,-2.6256,1
East,-2.61,2
East,-2.588,1
East,-2.5212,1
East,-2.5128,1
East,-2.5093,1
East,-2.436,2
East,-2.4288,1
East,-2.3814,2
East,-2.3276,1
East,-2.2896,1
East,-2.2586,1
East,-2.249,1
East,-2.2134,1
East,-2.1896,1
East,-2.0774,1
East,-2.0622,1
East,-2.0568,1
East,-2.0349,1
East,-2.01,1
East,-2.0016,2
East,-1.9275,1
East,-1.9272,1
East,-1.9068,1
East,-1.8585,1
East,-1.7892,1
East,-1.7514,1
East,-1.7495,1
East,-1.6764,1
East,-1.5414,1
East,-1.5264,1
East,-1.4982,1
East,-1.476,1
East,-1.428,1
East,-1.4256,1
East,-1.3984,1
East,-1.3464,1
East,-1.3128,1
East,-1.294,1
East,-1.289,1
East,-1.2178,1
East,-1.1996,1
East,-1.1874,1
East,-1.0196,1
East,-0.99,1
East,-0.9012,1
East,-0.7128,1
East,-0.6976,1
East,-0.6435,1
East,-0.5964,1
East,-0.3444,1
East,0.0,19
East,0.0636,1
East,0.1472,1
East,0.1512,1
East,0.1692,1
East,0.1744,1
East,0.2353,1
East,0.2792,1
East,0.2952,1
East,0.2992,1
East,0.2996,1
East,0.3024,2
East,0.307,1
East,0.3384,1
East,0.364,1
East,0.3674,1
East,0.4074,2
East,0.4264,2
East,0.444,2
East,0.4728,1
East,0.4768,1
East,0.5,1
East,0.5022,1
East,0.5097,2
East,0.5236,1
East,0.5299,1
East,0.564,1
East,0.5828,1
East,0.584,1
East,0.5904,3
East,0.5992,1
East,0.5998,2
East,0.6048,1
East,0.6192,1
East,0.6474,1
East,0.6624,1
East,0.666,1
East,0.6696,1
East,0.7056,1
East,0.7065,1
East,0.711,1
East,0.7152,1
East,0.7228,1
East,0.73,1
East,0.7336,1
East,0.738,1
East,0.7704,1
East,0.777,1
East,0.7794,1
East,0.8064,1
East,0.8088,1
East,0.834,1
East,0.84,2
East,0.8856,1
East,0.897,1
East,0.8997,1
East,0.9282,1
East,0.9588,1
East,0.9828,1
East,0.9856,1
East,1.002,1
East,1.0044,1
East,1.0178,1
East,1.0208,2
East,1.0269,2
East,1.0284,1
East,1.0287,1
East,1.043,2
East,1.0598,1
East,1.0668,1
East,1.07,1
East,1.0738,1
East,1.0797,1
East,1.0904,2
East,1.1016,1
East,1.1022,1
East,1.116,1
East,1.1225,1
East,1.148,2
East,1.1556,1
East,1.1596,1
East,1.1925,1
East,1.1994,2
East,1.2038,1
East,1.2064,1
East,1.239,1
East,1.2528,2
East,1.2585,1
East,1.2672,1
East,1.2792,1
East,1.2885,1
East,1.3098,1
East,1.3104,1
East,1.311,1
East,1.316,1
East,1.3257,1
East,1.3365,2
East,1.3392,1
East,1.3514,1
East,1.356,1
East,1.3596,1
East,1.365,1
East,1.3716,1
East,1.376,1
East,1.3944,1
East,1.3992,1
East,1.4104,1
East,1.4224,1
East,1.4456,1
East,1.4652,1
East,1.4672,1
East,1.4742,1
East,1.476,1
East,1.4784,1
East,1.4805,1
East,1.4952,1
East,1.5008,2
East,1.512,3
East,1.5291,1
East,1.5548,1
East,1.5552,1
East,1.5588,1
East,1.57,1
East,1.5714,1
East,1.576,1
East,1.5768,1
East,1.5876,1
East,1.6008,1
East,1.6038,1
East,1.6056,1
East,1.6128,1
East,1.6324,1
East,1.6416,1
East,1.652,2
East,1.6524,1
East,1.6688,1
East,1.6712,1
East,1.6762,1
East,1.6784,2
East,1.683,1
East,1.6848,1
East,1.6896,1
East,1.69,1
East,1.7004,2
East,1.7024,1
East,1.7055,1
East,1.7138,1
East,1.7248,1
East,1.7262,1
East,1.731,1
East,1.7343,1
East,1.7352,1
East,1.742,1
East,1.7487,1
East,1.752,1
East,1.7591,1
East,1.7608,1
East,1.764,2
East,1.7876,1
East,1.794,1
East,1.8032,1
East,1.8148,1
East,1.8288,1
East,1.8468,1
East,1.8704,2
East,1.9024,1
East,1.917,1
East,1.926,1
East,1.9272,1
East,1.9602,1
East,1.9845,1
East,1.9926,3
East,1.999,1
East,2.004,1
East,2.0064,1
East,2.0271,2
East,2.0322,1
East,2.04,1
East,2.0416,1
East,2.0475,1
East,2.0574,2
East,2.0672,1
East,2.0748,1
East,2.0975,1
East,2.1,1
East,2.132,1
East,2.14,1
East,2.1402,1
East,2.1465,1
East,2.1582,1
East,2.1728,1
East,2.175,1
East,2.1762,1
East,2.19,1
East,2.2044,1
East,2.2066,1
East,2.211,1
East,2.214,1
East,2.2155,1
East,2.2194,1
East,2.224,1
East,2.2365,1
East,2.244,1
East,2.2504,1
East,2.2512,1
East,2.256,1
East,2.2724,2
East,2.288,1
East,2.3025,1
East,2.3086,1
East,2.3094,2
East,2.3244,1
East,2.337,1
East,2.338,1
East,2.3406,1
East,2.3408,1
East,2.3571,1
East,2.37,2
East,2.3814,1
East,2.3892,1
East,2.3997,1
East,2.401,1
East,2.4012,1
East,2.4059,1
East,2.4138,1
East,2.436,2
East,2.4598,1
East,2.464,1
East,2.499,1
East,2.5056,5
East,2.5146,1
East,2.5216,1
East,2.5536,1
East,2.577,1
East,2.592,1
East,2.5984,1
East,2.6376,1
East,2.64,3
East,2.646,1
East,2.6568,1
East,2.6784,1
East,2.6892,1
East,2.6928,1
East,2.6961,1
East,2.6964,1
East,2.7036,1
East,2.7168,1
East,2.7279,1
East,2.7336,1
East,2.7846,2
East,2.79,1
East,2.7956,1
East,2.7984,1
East,2.8,1
