City,Profit,Ship Mode
Houston,-25.9136,1
Houston,-25.2185,1
Houston,-24.9984,1
Houston,-24.7086,1
Houston,-24.398,1
Houston,-22.948,1
Houston,-22.2388,1
Houston,-22.0416,1
Houston,-21.168,1
Houston,-20.7306,1
Houston,-20.3322,1
Houston,-20.1408,1
Houston,-19.8144,1
Houston,-19.602,1
Houston,-19.2588,1
Houston,-18.8728,1
Houston,-18.1176,1
Houston,-18.0588,1
Houston,-17.2854,1
Houston,-17.248,1
Houston,-17.0274,1
Houston,-16.9568,1
Houston,-16.884,1
Houston,-16.5858,1
Houston,-16.3644,1
Houston,-15.99,1
Houston,-15.9268,1
Houston,-15.147,1
Houston,-14.688,1
Houston,-14.5764,2
Houston,-14.475,1
Houston,-14.3856,1
Houston,-14.2716,1
Houston,-13.896,1
Houston,-13.81,1
Houston,-13.734,1
Houston,-13.3424,1
Houston,-12.9987,1
Houston,-12.849,1
Houston,-12.4146,1
Houston,-12.075,1
Houston,-11.6622,1
Houston,-11.5938,1
Houston,-11.5872,1
Houston,-11.52,1
Houston,-11.2806,1
Houston,-10.4196,1
Houston,-10.2114,1
Houston,-10.15,1
Houston,-9.8115,1
Houston,-9.6565,1
Houston,-9.6348,1
Houston,-8.5794,2
Houston,-8.1096,1
Houston,-8.029,1
Houston,-7.833,1
Houston,-7.8225,1
Houston,-7.7292,1
Houston,-6.8992,1
Houston,-6.8816,1
Houston,-6.732,1
Houston,-6.36,1
Houston,-6.237,1
Houston,-6.089,1
Houston,-6.0768,1
Houston,-6.0192,1
Houston,-5.8346,1
Houston,-5.8248,1
Houston,-5.688,1
Houston,-5.2072,1
Houston,-4.9878,2
Houston,-4.818,1
Houston,-4.7784,1
Houston,-4.7145,1
Houston,-4.5396,1
Houston,-4.3584,1
Houston,-4.2012,1
Houston,-4.1136,1
Houston,-4.0128,1
Houston,-3.94,1
Houston,-3.9032,1
Houston,-3.8208,2
Houston,-3.7196,1
Houston,-3.432,1
Houston,-3.272,1
Houston,-3.123,1
Houston,-2.918,1
Houston,-2.8272,1
Houston,-2.7,1
Houston,-2.6892,1
Houston,-2.667,1
Houston,-2.214,1
Houston,-2.1376,1
Houston,-2.1312,1
Houston,-2.0264,1
Houston,-1.9744,1
Houston,-1.9602,1
Houston,-1.9344,2
Houston,-1.8904,1
Houston,-1.5936,1
Houston,-1.4784,1
Houston,-1.476,1
Houston,-1.4196,1
Houston,-1.11,1
Houston,-1.041,1
Houston,-0.7566,2
Houston,-0.6008,1
Houston,0.0,2
Houston,0.334,1
Houston,0.365,1
Houston,0.504,1
Houston,0.546,1
Houston,0.559,1
Houston,0.6156,1
Houston,0.654,1
Houston,0.6786,1
Houston,0.6993,1
Houston,0.7198,1
Houston,0.8088,1
Houston,0.8624,1
Houston,1.002,1
Houston,1.008,1
Houston,1.0269,1
Houston,1.062,1
Houston,1.1016,1
Houston,1.3316,1
Houston,1.6308,1
Houston,1.6704,1
Houston,1.7995,1
Houston,1.816,1
Houston,1.8468,1
Houston,1.9136,1
Houston,2.0358,1
Houston,2.128,1
Houston,2.232,1
Houston,2.394,1
Houston,2.4174,1
Houston,2.5707,1
Houston,2.6568,1
Houston,2.6811,1
Houston,2.724,1
Houston,2.838,1
Houston,2.8884,1
Houston,2.9889,1
Houston,3.21,2
Houston,3.2214,1
Houston,3.4276,1
Houston,3.5529,1
Houston,3.5623,1
Houston,3.5952,1
Houston,3.6288,3
Houston,3.7376,1
Houston,3.7408,1
Houston,3.7584,1
Houston,3.912,1
Houston,3.9424,1
Houston,4.0776,1
Houston,4.266,1
Houston,4.4004,1
Houston,4.4604,1
Houston,4.6344,1
Houston,4.9308,1
Houston,5.0064,1
Houston,5.0856,1
Houston,5.2125,1
Houston,5.256,1
Houston,5.2877,1
Houston,5.319,1
Houston,5.3352,1
Houston,5.397,1
Houston,5.4432,4
Houston,5.5512,1
Houston,5.605,1
Houston,5.6376,2
Houston,5.6956,1
Houston,5.775,1
Houston,6.0416,1
Houston,6.066,1
Houston,6.1792,1
Houston,6.2244,1
Houston,6.2664,1
Houston,6.6,1
Houston,6.7188,1
Houston,6.7536,1
Houston,6.756,1
Houston,6.9986,1
Houston,7.0173,1
Houston,7.0659,1
Houston,7.1928,1
Houston,7.2576,2
Houston,7.5528,1
Houston,7.6154,1
Houston,7.8735,1
Houston,7.89,1
Houston,7.996,1
Houston,8.3328,1
Houston,8.3958,1
Houston,8.5845,1
Houston,8.88,1
Houston,9.072,3
Houston,9.352,1
Houston,9.63,1
Houston,9.8658,1
Houston,9.9468,1
Houston,10.465,1
Houston,10.56,1
Houston,10.8864,1
Houston,11.198,1
Houston,11.5136,1
Houston,11.5536,1
Houston,11.996,1
Houston,12.7008,2
Houston,13.2293,1
Houston,13.32,1
Houston,13.8267,1
Houston,13.8572,1
Houston,13.8579,1
Houston,14.3075,1
Houston,14.742,1
Houston,14.7582,1
Houston,14.8365,1
Houston,15.0384,1
Houston,15.0735,1
Houston,15.9425,1
Houston,15.998,1
Houston,16.1838,2
Houston,16.704,1
Houston,19.1376,2
Houston,20.235,1
Houston,20.8719,1
Houston,21.024,1
Houston,21.42,1
Houston,21.888,1
Houston,23.235,1
Houston,23.7742,1
Houston,25.186,1
Houston,26.558,1
Houston,26.824,1
Houston,26.9024,1
Houston,26.9526,1
Houston,27.972,1
Houston,28.497,1
Houston,32.13,1
Houston,32.4684,1
Houston,33.5895,1
Houston,33.6042,1
Houston,33.831,1
Houston,33.9065,1
Houston,35.415,1
Houston,35.6613,1
Houston,35.985,1
Houston,35.9964,1
Houston,37.495,1
Houston,39.6879,1
Houston,41.5688,1
Houston,41.7564,1
Houston,44.046,1
Houston,45.1395,1
Houston,46.095,1
Houston,47.0351,1
Houston,47.5072,1
Houston,48.9902,1
Houston,49.761,1
Houston,50.4063,1
Houston,52.493,1
Houston,52.632,1
Houston,53.997,1
Houston,54.215,1
Houston,59.4355,1
Houston,61.4628,1
Houston,64.674,1
Houston,64.7892,1
Houston,69.6546,1
Houston,69.965,1
Houston,77.7468,1
Houston,88.485,1
Houston,92.4399,1
Houston,95.0968,1
Houston,102.774,1
Houston,109.3365,1
Houston,118.293,2
Houston,204.0714,1
Houston,376.11,1
Houston,569.9905,1
Jackson,-249.3216,1
Jackson,-23.5764,1
Jackson,0.2334,1
Jackson,0.3156,1
Jackson,0.7794,1
Jackson,1.0192,1
Jackson,1.07,1
Jackson,1.2006,1
Jackson,1.521,1
Jackson,1.7024,1
Jackson,1.962,1
Jackson,1.9712,1
Jackson,2.1684,1
Jackson,2.891,1
Jackson,3.052,1
Jackson,3.614,1
Jackson,3.753,1
Jackson,5.256,1
Jackson,5.3721,1
Jackson,6.3504,1
Jackson,6.715,1
Jackson,6.8714,1
Jackson,6.939,1
Jackson,6.9795,1
Jackson,7.056,1
Jackson,7.3788,1
Jackson,7.6154,1
Jackson,7.68,1
Jackson,7.98,1
Jackson,8.304,1
Jackson,8.4942,1
Jackson,8.619,1
Jackson,8.7048,1
Jackson,8.7138,1
Jackson,8.763,1
Jackson,9.3312,2
Jackson,14.9156,1
Jackson,15.764,1
Jackson,16.2486,1
Jackson,16.291,1
Jackson,21.0128,1
Jackson,21.036,1
Jackson,21.06,1
Jackson,22.0032,1
Jackson,23.3954,1
Jackson,25.1916,1
Jackson,25.2315,1
Jackson,25.7488,1
Jackson,32.095,1
Jackson,32.6332,1
Jackson,32.9817,1
Jackson,42.0744,1
Jackson,43.45,1
Jackson,45.576,1
Jackson,48.3336,1
Jackson,49.497,1
Jackson,50.1876,1
Jackson,58.6872,1
Jackson,62.4,1
Jackson,68.6868,1
Jackson,69.1776,1
Jackson,72.6408,1
Jackson,81.0474,1
Jackson,94.4925,1
Jackson,96.3438,1
Jackson,111.591,1
Jackson,147.0896,1
Jackson,152.0883,1
Jackson,163.1898,1
Jackson,184.2204,1
Jackson,190.4298,1
Jackson,197.991,1
Jackson,200.49,1
Jackson,225.264,1
Jackson,240.5648,1
Jackson,257.9871,1
Jackson,323.946,1
Jackson,329.4081,1
Jackson,388.8128,1
Jackson,829.3754,1
Jackson,2504.2216,1
Jacksonville,-1811.0784,1
Jacksonville,-458.1468,1
Jacksonville,-420.0,1
Jacksonville,-337.806,1
Jacksonville,-299.2614,1
Jacksonville,-167.3184,1
Jacksonville,-73.577,1
Jacksonville,-51.294,1
Jacksonville,-48.1194,1
Jacksonville,-44.1462,1
Jacksonville,-29.2446,1
Jacksonville,-28.5978,1
Jacksonville,-27.828,1
Jacksonville,-21.294,1
Jacksonville,-21.1596,1
Jacksonville,-19.1058,1
Jacksonville,-18.585,1
Jacksonville,-17.9964,1
Jacksonville,-16.5528,1
Jacksonville,-16.426,1
Jacksonville,-13.363,1
Jacksonville,-12.528,1
Jacksonville,-12.147,1
Jacksonville,-10.4874,1
Jacksonville,-10.0372,1
Jacksonville,-9.8463,1
Jacksonville,-9.8208,1
Jacksonville,-8.9796,1
Jacksonville,-8.2368,1
Jacksonville,-7.7728,1
Jacksonville,-7.612,1
Jacksonville,-5.6943,1
Jacksonville,-3.6892,1
Jacksonville,-3.0933,1
Jacksonville,-2.7,1
Jacksonville,-2.2758,1
Jacksonville,-1.624,1
Jacksonville,-0.91,1
Jacksonville,-0.8558,1
Jacksonville,-0.7748,1
Jacksonville,0.0,1
Jacksonville,0.3822,1
Jacksonville,0.416,1
Jacksonville,0.4172,1
Jacksonville,0.5904,1
Jacksonville,0.693,1
Jacksonville,0.9856,1
Jacksonville,1.002,1
Jacksonville,1.05,1
Jacksonville,1.068,1
Jacksonville,1.112,1
Jacksonville,1.168,1
Jacksonville,1.2192,1
Jacksonville,1.3584,1
Jacksonville,1.375,1
Jacksonville,1.4136,1
Jacksonville,1.4364,1
Jacksonville,1.638,1
Jacksonville,1.651,1
Jacksonville,1.6704,1
Jacksonville,1.8207,1
Jacksonville,1.848,1
Jacksonville,2.0358,1
Jacksonville,2.502,1
Jacksonville,3.21,1
Jacksonville,3.5712,1
Jacksonville,3.6288,1
Jacksonville,4.36,1
Jacksonville,4.4312,1
Jacksonville,4.7976,1
Jacksonville,4.914,1
Jacksonville,4.995,1
Jacksonville,5.1786,1
Jacksonville,5.7798,1
Jacksonville,5.9175,1
Jacksonville,5.9185,1
Jacksonville,5.9384,1
Jacksonville,5.9598,1
Jacksonville,6.006,1
Jacksonville,6.0382,1
Jacksonville,6.0412,1
Jacksonville,6.534,1
Jacksonville,7.1988,1
Jacksonville,7.3386,1
Jacksonville,7.4816,1
Jacksonville,8.0766,1
Jacksonville,8.218,1
Jacksonville,8.3028,1
Jacksonville,9.1872,1
Jacksonville,9.2386,1
Jacksonville,9.5968,1
Jacksonville,10.2592,1
Jacksonville,10.8864,1
Jacksonville,11.814,1
Jacksonville,12.6392,1
Jacksonville,12.6672,1
Jacksonville,13.128,1
Jacksonville,14.682,1
Jacksonville,15.294,1
Jacksonville,16.1838,1
Jacksonville,19.1786,1
Jacksonville,21.9978,1
Jacksonville,22.0158,1
Jacksonville,22.4808,1
Jacksonville,25.875,1
Jacksonville,27.986,1
Jacksonville,31.0688,2
Jacksonville,31.198,1
Jacksonville,31.8696,1
Jacksonville,31.996,1
Jacksonville,33.7212,1
Jacksonville,38.3952,1
Jacksonville,40.3536,1
Jacksonville,40.6878,1
Jacksonville,50.3832,1
Jacksonville,51.4975,1
Jacksonville,53.8048,1
Jacksonville,84.22,1
Jacksonville,88.074,1
Jacksonville,96.0232,1
Jacksonville,107.985,1
Jacksonville,131.2785,1
Jacksonville,152.388,1
Jacksonville,156.338,1
Long Beach,-347.1174,1
Long Beach,-34.0704,1
Long Beach,-22.098,1
Long Beach,-13.8717,1
Long Beach,-0.8886,1
Long Beach,0.3024,1
Long Beach,0.6102,1
Long Beach,0.7938,1
Long Beach,1.6704,1
Long Beach,1.7919,1
Long Beach,2.19,1
Long Beach,2.2724,1
Long Beach,2.2908,1
Long Beach,3.5505,1
Long Beach,3.58,1
Long Beach,4.0749,1
Long Beach,4.195,1
Long Beach,4.4564,1
Long Beach,4.4736,1
Long Beach,5.123,1
Long Beach,5.4896,1
Long Beach,6.2208,1
Long Beach,6.3336,1
Long Beach,6.6846,1
Long Beach,8.8624,1
Long Beach,8.9985,1
Long Beach,9.3312,1
Long Beach,9.7608,1
Long Beach,9.8208,1
Long Beach,10.8682,1
Long Beach,14.8,1
Long Beach,15.12,1
Long Beach,16.124,1
Long Beach,18.396,1
Long Beach,19.0386,1
Long Beach,19.872,1
Long Beach,20.585,1
Long Beach,20.853,1
Long Beach,25.68,1
Long Beach,26.2,1
Long Beach,28.0876,1
Long Beach,28.858,1
Long Beach,31.9319,1
Long Beach,36.7255,1
Long Beach,36.9288,1
Long Beach,39.5428,1
Long Beach,41.823,1
Long Beach,43.176,1
Long Beach,44.5962,1
Long Beach,50.4711,1
Long Beach,60.392,1
Long Beach,78.7528,1
Long Beach,82.2906,1
Long Beach,83.844,1
Long Beach,131.355,1
Long Beach,154.8426,1
Long Beach,161.9919,1
Long Beach,209.274,1
Long Beach,252.588,1
Long Beach,256.784,1
Long Beach,352.3065,1
Los Angeles,-217.048,1
Los Angeles,-175.8708,1
Los Angeles,-99.1764,1
Los Angeles,-67.941,1
Los Angeles,-64.5444,1
Los Angeles,-44.2764,1
Los Angeles,-36.441,1
Los Angeles,-36.294,1
Los Angeles,-36.2136,1
Los Angeles,-31.9144,1
Los Angeles,-30.245,1
Los Angeles,-29.9178,1
Los Angeles,-28.9674,1
Los Angeles,-20.7846,2
Los Angeles,-20.691,1
Los Angeles,-19.1058,1
Los Angeles,-17.9928,1
Los Angeles,-17.0352,1
Los Angeles,-15.245,1
Los Angeles,-15.098,1
Los Angeles,-14.9877,2
Los Angeles,-13.7403,1
Los Angeles,-12.4146,1
Los Angeles,-9.1602,1
Los Angeles,-9.147,1
Los Angeles,-8.5068,1
Los Angeles,-8.2764,1
Los Angeles,-7.996,1
Los Angeles,-6.4233,1
Los Angeles,-5.4882,1
Los Angeles,-3.5996,1
Los Angeles,-3.504,1
Los Angeles,-2.9566,1
Los Angeles,-1.7772,2
Los Angeles,0.0,5
Los Angeles,0.0628,1
Los Angeles,0.0792,1
Los Angeles,0.1188,1
Los Angeles,0.2034,1
Los Angeles,0.5152,1
Los Angeles,0.5432,1
Los Angeles,0.7794,1
Los Angeles,0.8792,2
Los Angeles,0.9468,1
Los Angeles,0.99,1
Los Angeles,1.0166,1
Los Angeles,1.1564,1
Los Angeles,1.1988,1
Los Angeles,1.2714,1
Los Angeles,1.305,1
Los Angeles,1.4112,1
Los Angeles,1.5288,1
Los Angeles,1.5456,1
Los Angeles,1.5876,1
Los Angeles,1.6038,1
Los Angeles,1.6588,1
Los Angeles,1.6704,1
Los Angeles,1.7052,1
Los Angeles,1.7375,1
Los Angeles,1.7466,1
Los Angeles,1.7472,1
Los Angeles,1.7608,1
Los Angeles,1.7901,2
Los Angeles,1.8144,1
Los Angeles,1.9024,1
Los Angeles,1.9656,1
Los Angeles,1.971,1
Los Angeles,2.0228,1
Los Angeles,2.054,1
Los Angeles,2.0672,1
Los Angeles,2.1546,1
Los Angeles,2.245,3
Los Angeles,2.397,1
Los Angeles,2.4192,1
Los Angeles,2.528,1
Los Angeles,2.5592,1
Los Angeles,2.598,1
Los Angeles,2.5984,1
Los Angeles,2.604,1
Los Angeles,2.632,1
Los Angeles,2.6376,1
Los Angeles,2.691,1
Los Angeles,2.7028,1
Los Angeles,2.7062,1
Los Angeles,2.7166,1
Los Angeles,2.79,1
Los Angeles,2.7956,1
Los Angeles,2.8101,1
Los Angeles,2.8314,1
Los Angeles,2.8536,1
Los Angeles,2.8776,1
Los Angeles,2.8836,1
Los Angeles,2.9302,1
Los Angeles,2.9372,1
Los Angeles,2.9682,1
Los Angeles,3.0096,1
Los Angeles,3.0212,1
Los Angeles,3.0368,1
Los Angeles,3.0498,1
Los Angeles,3.0814,1
Los Angeles,3.1104,4
Los Angeles,3.1584,1
Los Angeles,3.1752,1
Los Angeles,3.2352,1
Los Angeles,3.2676,1
Los Angeles,3.2944,1
Los Angeles,3.352,1
Los Angeles,3.36,2
Los Angeles,3.4092,1
Los Angeles,3.4668,1
Los Angeles,3.4686,1
Los Angeles,3.5475,1
Los Angeles,3.5858,1
Los Angeles,3.597,1
Los Angeles,3.6022,1
Los Angeles,3.6714,1
Los Angeles,3.717,1
Los Angeles,3.7208,1
Los Angeles,3.753,1
Los Angeles,3.7996,2
Los Angeles,3.8048,1
Los Angeles,3.8168,1
Los Angeles,3.84,1
Los Angeles,3.8775,1
Los Angeles,3.894,2
Los Angeles,3.9312,1
Los Angeles,3.9498,1
Los Angeles,3.969,1
Los Angeles,4.0098,1
Los Angeles,4.0192,1
Los Angeles,4.0664,1
Los Angeles,4.0749,1
Los Angeles,4.1328,1
Los Angeles,4.176,1
Los Angeles,4.2224,1
Los Angeles,4.2804,2
Los Angeles,4.3902,1
Los Angeles,4.4352,2
Los Angeles,4.4392,1
Los Angeles,4.4712,1
Los Angeles,4.49,1
Los Angeles,4.5008,1
Los Angeles,4.5188,1
Los Angeles,4.5318,1
Los Angeles,4.5816,1
Los Angeles,4.5882,1
Los Angeles,4.6221,1
Los Angeles,4.6228,1
Los Angeles,4.6816,1
Los Angeles,4.704,1
Los Angeles,4.752,1
Los Angeles,4.756,1
Los Angeles,4.7916,1
Los Angeles,4.8118,1
Los Angeles,4.8546,1
Los Angeles,4.8804,1
Los Angeles,4.9056,1
Los Angeles,4.9728,1
Los Angeles,5.0055,1
Los Angeles,5.0358,1
Los Angeles,5.04,1
Los Angeles,5.0596,1
Los Angeles,5.0688,1
Los Angeles,5.07,1
Los Angeles,5.1015,1
Los Angeles,5.1294,1
Los Angeles,5.1816,1
Los Angeles,5.2164,1
Los Angeles,5.2287,1
Los Angeles,5.2332,2
Los Angeles,5.24,1
Los Angeles,5.3196,1
Los Angeles,5.3214,2
Los Angeles,5.334,1
Los Angeles,5.382,1
Los Angeles,5.3892,1
Los Angeles,5.4332,1
Los Angeles,5.4896,1
Los Angeles,5.5071,1
Los Angeles,5.5177,1
Los Angeles,5.5755,1
Los Angeles,5.58,1
Los Angeles,5.5888,1
Los Angeles,5.616,1
Los Angeles,5.6644,1
Los Angeles,5.6994,2
Los Angeles,5.715,1
Los Angeles,5.7568,1
Los Angeles,5.7624,2
Los Angeles,5.7825,1
Los Angeles,5.79,1
Los Angeles,5.796,1
Los Angeles,5.8065,1
Los Angeles,5.8604,2
Los Angeles,6.0288,1
Los Angeles,6.03,2
Los Angeles,6.048,1
Los Angeles,6.0632,1
Los Angeles,6.1192,1
Los Angeles,6.1512,1
Los Angeles,6.1548,1
Los Angeles,6.206,2
Los Angeles,6.2208,5
Los Angeles,6.2979,1
Los Angeles,6.378,1
Los Angeles,6.4128,3
Los Angeles,6.4944,1
Los Angeles,6.496,1
Los Angeles,6.5286,1
Los Angeles,6.5472,1
Los Angeles,6.549,1
Los Angeles,6.552,1
Los Angeles,6.5754,1
Los Angeles,6.5856,1
Los Angeles,6.615,1
Los Angeles,6.633,1
Los Angeles,6.8714,3
Los Angeles,6.888,1
Los Angeles,6.912,1
Los Angeles,7.015,1
Los Angeles,7.052,1
Los Angeles,7.065,2
Los Angeles,7.106,1
Los Angeles,7.152,1
Los Angeles,7.182,1
Los Angeles,7.196,1
Los Angeles,7.2,1
Los Angeles,7.2268,1
Los Angeles,7.384,1
Los Angeles,7.4872,1
Los Angeles,7.4975,1
Los Angeles,7.553,1
Los Angeles,7.6146,1
Los Angeles,7.704,1
Los Angeles,7.7679,1
Los Angeles,7.896,1
Los Angeles,7.9248,1
Los Angeles,7.945,1
Los Angeles,8.019,1
Los Angeles,8.073,1
Los Angeles,8.0968,1
Los Angeles,8.2156,1
Los Angeles,8.2194,1
Los Angeles,8.226,1
Los Angeles,8.2764,1
Los Angeles,8.2782,1
Los Angeles,8.2992,1
Los Angeles,8.4966,1
Los Angeles,8.5025,1
Los Angeles,8.619,1
Los Angeles,8.694,1
Los Angeles,8.763,1
Los Angeles,8.7672,1
Los Angeles,8.7945,1
Los Angeles,8.8176,1
Los Angeles,8.8608,1
Los Angeles,8.95,1
Los Angeles,8.983,1
Los Angeles,8.991,1
Los Angeles,9.102,1
Los Angeles,9.1056,1
Los Angeles,9.1269,1
Los Angeles,9.2928,1
Los Angeles,9.312,1
Los Angeles,9.3312,8
Los Angeles,9.3612,1
Los Angeles,9.4717,1
Los Angeles,9.4788,1
Los Angeles,9.6192,1
Los Angeles,9.63,1
Los Angeles,9.6375,1
Los Angeles,9.8164,1
Los Angeles,9.8418,1
Los Angeles,9.9296,1
Los Angeles,9.936,1
Los Angeles,10.0485,1
Los Angeles,10.089,1
Los Angeles,10.224,1
Los Angeles,10.248,1
Los Angeles,10.2588,1
Los Angeles,10.3168,1
Los Angeles,10.3473,1
Los Angeles,10.3488,1
Los Angeles,10.35,1
Los Angeles,10.368,1
Los Angeles,10.374,1
Los Angeles,10.4076,1
Los Angeles,10.4832,1
Los Angeles,10.4985,1
Los Angeles,10.5,1
Los Angeles,10.584,1
Los Angeles,10.74,1
Los Angeles,10.8,1
Los Angeles,10.9368,1
Los Angeles,11.094,1
Los Angeles,11.196,1
Los Angeles,11.206,1
Los Angeles,11.2504,1
Los Angeles,11.2648,1
Los Angeles,11.2896,1
Los Angeles,11.31,1
Los Angeles,11.3288,1
Los Angeles,11.5587,1
Los Angeles,11.586,1
Los Angeles,11.7,1
Los Angeles,11.7488,2
Los Angeles,11.7741,1
Los Angeles,11.8584,1
Los Angeles,11.8728,1
Los Angeles,11.907,1
Los Angeles,11.92,1
Los Angeles,12.0609,1
Los Angeles,12.096,1
Los Angeles,12.1068,1
Los Angeles,12.1692,1
Los Angeles,12.2325,1
Los Angeles,12.298,2
Los Angeles,12.4416,2
Los Angeles,12.8256,1
Los Angeles,12.9129,1
Los Angeles,12.987,1
Los Angeles,13.0375,1
Los Angeles,13.1868,1
Los Angeles,13.1985,1
Los Angeles,13.3056,1
Los Angeles,13.3476,1
Los Angeles,13.5072,1
Los Angeles,13.6851,1
Los Angeles,13.734,2
Los Angeles,13.7646,1
Los Angeles,13.832,1
Los Angeles,13.959,1
Los Angeles,14.098,1
Los Angeles,14.1426,1
Los Angeles,14.1694,1
Los Angeles,14.2386,1
Los Angeles,14.2956,1
Los Angeles,14.418,1
Los Angeles,14.4222,1
Los Angeles,14.6718,1
Los Angeles,14.7582,1
Los Angeles,14.8,1
Los Angeles,15.1116,2
Los Angeles,15.2208,2
Los Angeles,15.3522,1
Los Angeles,15.4752,1
Los Angeles,15.552,4
Los Angeles,15.6332,1
Los Angeles,15.764,1
Los Angeles,15.7992,1
Los Angeles,15.824,1
Los Angeles,15.8256,1
Los Angeles,15.8376,1
Los Angeles,15.9936,1
Los Angeles,16.032,1
Los Angeles,16.38,1
Los Angeles,16.544,1
Los Angeles,16.5888,2
Los Angeles,16.614,1
Los Angeles,16.6764,1
Los Angeles,16.68,1
Los Angeles,16.7886,1
Los Angeles,16.848,1
Los Angeles,16.998,1
Los Angeles,17.0268,1
Los Angeles,17.3148,1
Los Angeles,17.3488,1
Los Angeles,17.3656,1
Los Angeles,17.466,1
Los Angeles,17.4975,1
Los Angeles,17.55,1
Los Angeles,17.745,1
Los Angeles,18.0096,2
Los Angeles,18.1146,1
Los Angeles,18.1176,1
Los Angeles,18.2112,1
Los Angeles,18.267,1
Los Angeles,18.3168,1
Los Angeles,18.447,1
Los Angeles,18.4548,1
Los Angeles,18.4772,1
Los Angeles,18.5391,1
Los Angeles,18.6624,3
Los Angeles,18.8328,1
Los Angeles,19.0512,1
Los Angeles,19.26,1
Los Angeles,19.3932,1
Los Angeles,19.4184,1
Los Angeles,19.4352,1
Los Angeles,19.4656,1
Los Angeles,19.488,1
Los Angeles,19.5184,1
Los Angeles,19.7988,1
Los Angeles,19.9665,1
Los Angeles,20.1584,1
Los Angeles,20.724,1
Los Angeles,20.85,1
Los Angeles,20.878,1
Los Angeles,20.9592,1
Los Angeles,21.0,1
Los Angeles,21.228,1
Los Angeles,21.259,1
Los Angeles,21.384,1
Los Angeles,21.5397,1
Los Angeles,21.5824,1
Los Angeles,21.5964,1
Los Angeles,21.5988,1
Los Angeles,21.7728,2
Los Angeles,21.7845,1
Los Angeles,22.1184,1
Los Angeles,22.2,1
Los Angeles,22.2384,1
Los Angeles,22.2516,1
Los Angeles,22.3328,1
Los Angeles,22.4082,1
Los Angeles,22.4316,2
Los Angeles,22.5296,1
Los Angeles,22.5576,1
Los Angeles,22.5732,2
Los Angeles,22.6737,1
Los Angeles,22.6782,2
Los Angeles,22.8096,1
Los Angeles,22.9008,1
Los Angeles,22.941,1
Los Angeles,22.984,1
Los Angeles,23.028,1
Los Angeles,23.0864,1
Los Angeles,23.712,1
Los Angeles,23.7168,1
Los Angeles,23.7684,1
Los Angeles,23.84,1
Los Angeles,23.9232,1
Los Angeles,23.9688,2
Los Angeles,23.988,1
Los Angeles,24.219,1
Los Angeles,24.2696,1
Los Angeles,24.2919,1
Los Angeles,24.47,1
Los Angeles,24.5028,1
Los Angeles,24.936,1
Los Angeles,25.1979,1
Los Angeles,25.3302,1
Los Angeles,25.792,1
Los Angeles,26.0316,1
Los Angeles,26.0568,1
Los Angeles,26.082,1
Los Angeles,26.2416,1
Los Angeles,26.3494,1
Los Angeles,26.5824,1
Los Angeles,26.6304,1
Los Angeles,26.973,1
Los Angeles,27.1666,1
Los Angeles,27.1764,1
Los Angeles,27.196,1
Los Angeles,27.3568,1
Los Angeles,27.3582,1
Los Angeles,27.504,1
Los Angeles,27.5632,1
Los Angeles,27.735,1
Los Angeles,27.783,1
Los Angeles,27.882,2
Los Angeles,27.9936,2
Los Angeles,28.4102,1
Los Angeles,28.4364,1
Los Angeles,28.615,1
Los Angeles,28.7712,1
Los Angeles,28.7928,1
Los Angeles,28.7964,1
Los Angeles,28.858,1
Los Angeles,28.9568,1
Los Angeles,28.965,1
Los Angeles,29.0325,1
Los Angeles,29.1528,1
Los Angeles,29.3284,1
Los Angeles,29.3412,1
Los Angeles,29.5776,1
Los Angeles,29.6688,1
Los Angeles,29.7024,1
Los Angeles,30.2232,1
Los Angeles,30.2384,1
Los Angeles,30.4278,1
Los Angeles,30.432,1
Los Angeles,31.0184,2
Los Angeles,31.198,1
Los Angeles,31.2444,1
Los Angeles,31.374,1
Los Angeles,31.4532,1
Los Angeles,31.4895,1
Los Angeles,31.494,1
Los Angeles,31.5192,1
Los Angeles,32.3351,1
Los Angeles,32.5008,1
Los Angeles,33.0708,1
Los Angeles,33.3576,1
Los Angeles,33.4584,1
Los Angeles,33.64,1
Los Angeles,33.8517,2
Los Angeles,33.93,1
Los Angeles,34.47,1
Los Angeles,35.245,1
Los Angeles,35.6238,1
Los Angeles,35.985,1
Los Angeles,35.994,1
Los Angeles,36.4044,1
Los Angeles,37.7874,1
Los Angeles,37.797,1
Los Angeles,38.024,1
Los Angeles,38.178,1
Los Angeles,38.38,1
Los Angeles,38.9312,1
Los Angeles,38.976,1
Los Angeles,38.9975,2
Los Angeles,39.213,1
Los Angeles,39.5,1
Los Angeles,39.52,1
Los Angeles,40.12,1
Los Angeles,40.7499,1
Los Angeles,41.076,1
Los Angeles,41.1208,1
Los Angeles,41.2237,2
Los Angeles,41.4294,1
Los Angeles,41.4456,1
Los Angeles,41.5104,1
Los Angeles,41.88,1
Los Angeles,41.993,1
Los Angeles,42.045,1
Los Angeles,42.495,1
Los Angeles,43.6842,1
Los Angeles,43.706,2
Los Angeles,44.955,1
Los Angeles,45.294,1
Los Angeles,45.8064,1
Los Angeles,46.225,1
Los Angeles,46.7313,1
Los Angeles,46.797,1
Los Angeles,46.953,1
Los Angeles,47.0979,1
Los Angeles,47.243,1
Los Angeles,47.8629,1
Los Angeles,47.994,1
